code,description
35363,Combined aortoiliofemoral thromboendarterectomy
35371,Common femoral thromboendarterectomy
35372,Deep femoral thromboendarterectomy
35381,
35390,ROPRTJ CRTD TEAEC > 1 MO AFTER ORIGINAL OPRATIO
35400,Angioscopy during therapeutic intervention
35450,"Balloon dilation of narrowed or blocked kidney or abdominal organ artery, open procedure (Deprecated) "
35452,"Balloon dilation of narrowed or blocked aorta, open procedure (Deprecated) "
35454,
35456,
35458,"Transluminal balloon angioplasty, open; brachiocephalic trunk or branches, each vessel (Deprecated) "
35459,
35460,"Balloon dilation of narrowed or blocked vein, open procedure (Deprecated) "
35470,
35471,"Balloon dilation of narrowed or blocked organ artery, accessed through the skin (Deprecated) "
35472,"Balloon dilation of narrowed or blocked aorta, accessed through the skin (Deprecated) "
35473,
35474,
35475,"Transluminal balloon angioplasty, percutaneous; brachiocephalic trunk or branches, each vessel (Deprecated) "
35476,"Balloon dilation of narrowed or blocked vein, accessed through the skin (Deprecated) "
35480,
35481,
35482,
35483,
35484,
35485,
35490,
35491,
35492,
35493,
35494,
35495,
35500,HARVEST UXTR VEIN 1 SGM LOWER EXTREMITY/CABG PX
35501,BYPASS W/VEIN COMMON-IPSILATERAL CAROTID
35506,BYPASS W/VEIN CAROTID-SUBCLV/SUBCLAVIAN CAROTID
35507,
35508,BYPASS W/VEIN CAROTID-VERTEBRAL
35509,BYPASS W/VEIN CAROTID-CONTRALATERAL CAROTID
3550F,LOW RISK FOR THROMBOEMBOLISM
35510,BYPASS W/VEIN CAROTID-BRACHIAL
35511,BYPASS W/VEIN SUBCLAVIAN-SUBCLAVIAN
35512,BYPASS W/VEIN SUBCLAVIAN-BRACHIAL
35515,BYPASS W/VEIN SUBCLAVIAN-VERTEBRAL
35516,BYPASS W/VEIN SUBCLAVIAN-AXILLARY
35518,BYPASS W/VEIN AXILLARY-AXILLARY
3551F,INTERMEDIATE RISK FOR THROMBOEMBOLISM
35521,BYPASS W/VEIN AXILLARY-FEMORAL
35522,BYPASS W/VEIN AXILLARY-BRACHIAL
35523,BYPASS W/VEIN BRACHIAL-ULNAR/-RADIAL
35525,BYPASS W/VEIN BRACHIAL-BRACHIAL
35526,Aortocarotid artery bypass graft using vein
3552F,HIGH RISK FOR THROMBOEMBOLISM
35531,BYPASS W/VEIN AORTOCELIAC/AORTOMESENTERIC
35533,BYPASS W/VEIN AXILLARY-FEMORAL-FEMORAL
35535,BYPASS W/VEIN HEPATORENAL
35536,BYPASS W/VEIN SPLENORENAL
35537,BYPASS W/VEIN AORTOILIAC
35538,BYPASS W/VEIN AORTOBI-ILIAC
35539,BYPASS W/VEIN AORTOFEMORAL
35540,BYPASS W/VEIN AORTOBIFEMORAL
35541,
35546,
35548,
35549,
35551,
35556,BYPASS W/VEIN FEMORAL-POPLITEAL
35558,BYPASS W/VEIN FEMORAL-FEMORAL
3555F,PT HAD INR MEASUREMENT PERFORMED
35560,BYPASS W/VEIN AORTORENAL
35563,BYPASS W/VEIN ILIOILIAC
35565,BYPASS W/VEIN ILIOFEMORAL
35566,BYP FEM-ANT TIBL PST TIBL PRONEAL ART/OTH DSTL
35570,Tibial-tibial artery bypass graft using vein
35571,BYP W/VEIN POP-TIBL-PRONEAL ART/OTH DSTL VSL
35572,HARVEST FEMPOP VEIN 1 SGM VASC RCNSTJ PX
35582,
35583,In situ femoral-popliteal vein bypass
35585,In situ femoral-peroneal vein bypass
35587,IN-SITU VEIN BYP POP-TIBL PRONEAL
35600,"Harvest of an arm artery segment, one segment"
35601,BYP OTH/THN VEIN COMMON-IPSILATERAL CAROTID
35606,BYP OTH/THN VEIN CAROTID-SUBCLAVIAN
35612,BYP OTH/THN VEIN SUBCLAVIAN-SUBCLAVIAN
35616,BYP OTH/THN VEIN SUBCLAVIAN-AXILLARY
35621,BYP OTH/THN VEIN AXILLARY-FEMORAL
35623,BYP OTH/THN VEIN AXILLARY-POPLITEAL/-TIBIAL
35626,"Aortocarotid artery bypass graft, nonvenous"
35631,"Aortorenal artery bypass graft, nonvenous"
35632,"Ilio-celiac artery bypass graft, nonvenous"
35633,"Ilio-mesenteric artery bypass graft, nonvenous"
35634,"Iliorenal artery bypass graft, nonvenous"
35636,BYP OTH/THN VEIN SPLENORENAL
35637,BYP OTH/THN VEIN AORTOILIAC
35638,BYP OTH/THN VEIN AORTOBI-ILIAC
35641,
35642,BYP OTH/THN VEIN CAROTID-VERTEBRAL
35645,BYP OTH/THN VEIN SUBCLAVIAN-VERTEBRAL
35646,BYP OTH/THN VEIN AORTOBIFEMORAL
35647,BYP OTH/THN VEIN AORTOFEMORAL
35650,BYP OTH/THN VEIN AXILLARY-AXILLARY
35651,
35654,BYP OTH/THN VEIN AXILLARY-FEMORAL-FEMORAL
35656,BYP OTH/THN VEIN FEMORAL-POPLITEAL
35661,BYP OTH/THN VEIN FEMORAL-FEMORAL
35663,BYP OTH/THN VEIN ILIOILIAC
35665,BYP OTH/THN VEIN ILIOFEMORAL
35666,BYP OTH/THN VEIN FEM-ANT TIBL PST TIBL/PRONEAL
35671,"Popliteal-tibial artery bypass graft, nonvenous"
35681,BYPASS COMPOSITE GRAFT PROSTHETIC & VEIN
35682,BYP AUTOG COMPOSIT 2 SEG VEINS FROM 2 LOCATIONS
35683,BYP AUTOG COMPOSIT 3/> SEG FROM 2/> LOCATION
35685,PLMT VEIN PATCH/CUFF DSTL ANAST BYP CONDUIT
35686,CRTJ DSTL ARVEN FSTL LXTR BYP SURG NON-HEMO
35691,TRPOS&/RIMPLTJ VERTEBRAL CAROTID ART
35693,TRPOS&/RIMPLTJ VERTEBRAL SUBCLAVIAN ART
35694,TRPOS&/RIMPLTJ SUBCLAVIAN CAROTID ART
35695,TRPOS&/RIMPLTJ CAROTID SUBCLAVIAN ART
35697,RIMPLTJ VISC ART INFRARNL AORTIC PROSTH EA ART
35700,ROPRTJ > 1 MO AFTER ORIGINAL OPRATION
35701,Exploration of carotid artery
35702,Exploration of ulnar artery
35703,Exploration of tibial artery
3570F,REPORT BONE SCINTIGRAPHY W/X-RAY SAME REGION
35721,"Exploration (not followed by surgical repair), with or without lysis of artery; femoral artery (Deprecated) "
3572F,PT POTENTIAL RISK FRACTURE WEIGHT-BEARING SITE
3573F,PT NOT POTENT RISK FRACTURE WEIGHT-BEARING SITE
35741,"Exploration (not followed by surgical repair), with or without lysis of artery; popliteal artery (Deprecated) "
35761,"Exploration (not followed by surgical repair), with or without lysis of artery; other vessels (Deprecated) "
35800,EXPL PO HEMRRG THROMBOSIS/INFCTJ NCK
35820,EXPL PO HEMRRG THROMBOSIS/INFCTJ CH
35840,EXPL PO HEMRRG THROMBOSIS/INFCTJ ABD
35860,EXPL PO HEMRRG THROMBOSIS/INFCTJ XTR
35870,RPR GRF-ENTERIC FSTL
35875,Thrombectomy of venous graft
35876,Thrombectomy and revision of venous graft
35879,REVJ LXTR ARTL BYP OPN VEIN PATCH ANGIOP
35881,REVJ LXTR ARTL BYP OPN W/SGMTL VEIN INTERPOS
35883,REVISION FEMORAL ANAST OPEN NONAUTOG GRAFT
35884,REVISION FEMORAL ANAST OPEN W/AUTOG GRAFT
35901,EXCISION INFECTED NECK GRAFT
35903,EXCISION INFECTED GRAFT EXTREMITY
35905,EXCISION INFECTED GRAFT THORAX
35907,EXCISION INFECTED GRAFT ABDOMEN
36000,Insertion of needle into vein
36002,INJECTION PX PRQ TX EXTREMITY PSEUDOANEURYSM
36005,NJX PX XTR VNGRPH W/INTRO NDL/INTRACATH
36010,INTRO CATHETER SUPERIOR/INFERIOR VENA CAVA
36011,Insertion of catheter into renal vein
36012,Insertion of catheter into petrosal sinus
36013,Introduction of catheter into right heart
36014,SLCTV CATHETER PLMT LEFT/RIGHT PULMONARY ARTERY
36015,SLCTV CATH PLMT SEGMENTAL/SUBSEGMENTAL PULM ART
36100,Introduction of needle into carotid artery
36120,Introduction of needle or intracatheter; retrograde brachial artery (Deprecated) 
36140,INTRO OF NEEDLE OR INTRACATHETER UPR/LXTR ARTERY
36145,
36147,Insertion of catheter into arteriovenous dialysis shunt (Deprecated) 
36148,"Introduction of needle and/or catheter, arteriovenous shunt created for dialysis (graft/fistula); additional access for therapeutic intervention (List separately in addition to code for primary procedure) (Deprecated) "
36160,INTRO NEEDLE/INTRACATH AORTIC TRANSLUMBAR
36200,INTRODUCTION CATHETER AORTA
36215,SLCTV CATHJ EA 1ST ORD THRC/BRCH/CPHLC BRNCH
36216,SLCTV CATHJ 1ST 2ND ORD THRC/BRCH/CPHLC BRNCH
36217,SLCTV CATHJ 3RD+ ORD SLCTV THRC/BRCH/CPHLC BRNCH
36218,SLCTV CATHJ EA 2ND+ ORD THRC/BRCH/CPHLC BRNCH
36221,NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART
36222,SLCTV CATH CAROTID/INNOM ART ANGIO XTRCRANL ART
36223,SLCTV CATH CAROTID/INNOM ART ANGIO INTRCRANL ART
36224,SLCTV CATH INTRNL CAROTID ART ANGIO INTRCRNL ART
36225,SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ARTERY
36226,SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY
36227,SLCTV CATH XTRNL CAROTID ANGIO XTRNL CAROTD CIRC
36228,SLCTV CATH INTRCRNL BRNCH ANGIO INTRL CAROT/VERT
36245,SLCTV CATHJ EA 1ST ORD ABDL PEL/LXTR ART BRNCH
36246,SLCTV CATHJ 2ND ORDER ABDL PEL/LXTR ART BRNCH
36247,SLCTV CATHJ 3RD+ ORD SLCTV ABDL PEL/LXTR BRNCH
36248,SLCTV CATHJ EA 2ND+ ORD ABDL PEL/LXTR ART BRNCH
36251,SLCTV CATH 1STORD W/WO ART PUNCT/FLUORO/S&I UN
36252,SLCTV CATH 1STORD W/WO ART PUNCT/FLUOR/S&I BIL
36253,SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I
36254,SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I
36260,INSJ IMPLANTABLE INTRA-ARTERIAL INFUSION PUM
36261,REVJ IMPLANTED INTRA-ARTERIAL INFUSION PUMP
36262,Removal of implanted arterial infusion pump
36299,Blood vessel injection procedure
36400,VNPNXR <3 YEARS PHY/QHP SKILL FEMRAL/JUGLAR VEIN
36405,VNPNXR <3 YEARS PHYS/QHP SKILL SCALP VEIN
36406,VNPNXR <3 YEARS PHYS/QHP SKILL OTHER VEIN
36410,VNPNXR 3 YEARS/> PHYS/QHP SKILL
36415,COLLECTION VENOUS BLOOD VENIPUNCTURE
36416,COLLECTION CAPILLARY BLOOD SPECIMEN
36420,VENIPUNCTURE CUTDOWN UNDER AGE 1 YR
36425,VENIPUNCTURE CUTDOWN AGE 1 YR/>
36430,Transfusion of blood
36440,PUSH TRANSFUSION BLOOD 2 YR/UNDER
36450,EXCHNG TRANSFUSION BLOOD NEWBORN
36455,Exchange blood transfusion
36456,"Partial exchange transfusion, newborn"
36460,Intrauterine fetal transfusion
36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN
36466,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS
36468,INJECTIONS SCLEROSANT FOR SPIDER VEINS LIM/TRNK
36469,Injection of chemical agent into spider veins of face (Deprecated) 
36470,INJECTION SCLEROSANT SINGLE INCMPTNT VEIN
36471,INJECTION SCLEROSANT MULTIPLE INCMPTNT VEINS
36473,ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM 1ST VEIN
36474,ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM SBSQ VEINS
36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN
36476,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 2ND+ VEINS
36478,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 1ST VEIN
36479,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 2ND+ VEINS
36481,Percutaneous portal vein catheterization
36482,ENDOVEN ABLTI THER CHEM ADHESIVE 1ST VEIN
36483,ENDOVEN ABLTI THER CHEM ADHESIVE SBSQ VEIN
36488,
36489,
36490,
36491,
36493,
36500,VEN CATHJ SLCTV ORGAN BLD SAMPLING
3650F,ELECTROENCEPHALOGRAM ORDERED RVWD OR REQ
36510,CATHJ UMBILICAL VEIN DX/THER NB
36511,THERAPEUTIC APHERESIS WHITE BLOOD CELLS
36512,THERAPEUTIC APHERESIS RED BLOOD CELLS
36513,THERAPEUTIC APHERESIS PLATELETS
36514,THERAPEUTIC APHERESIS PLASMA PHERESIS
36515,Therapeutic apheresis; with extracorporeal immunoadsorption and plasma reinfusion (Deprecated) 
36516,THER APHERESIS W/EXTRACORPOREAL IMMUNOADSORPTION
36520,
36521,
36522,Extracorporeal photopheresis
36530,
36531,
36532,
36533,
36534,
36535,
36536,
36537,
36540,
36550,
36555,INSJ NON-TUNNELED CENTRAL VENOUS CATH AGE < 5 Y
36556,INSJ NON-TUNNELED CENTRAL VENOUS CATH AGE 5 YR/>
36557,INSERT TUNNELED CVC W/O SUBQ PORT/PMP AGE <5 YR
36558,INSJ TUNNELED CVC W/O SUBQ PORT/PMP AGE 5 YR/>
36560,INSJ TUNNELED CTR VAD W/SUBQ PORT UNDER 5 YR
36561,INSJ TUNNELED CTR VAD W/SUBQ PORT AGE 5 YR/>
36563,INSJ TUNNELED CTR VAD W/SUBQ PUMP
36565,INSJ TUN VAD REQ 2 CATH 2 SITS W/O SUBQ PORT/PMP
36566,INSJ TUN VAD REQ 2 CATH 2 SITS W/SUBQ PORT
36568,INSERTION PICC W/O IMG GDN < 5 YR
36569,INSERTION PICC W/O IMG GDN 5 YR/>
36570,INSJ PRPH CTR VAD W/SUBQ PORT UNDER 5 YR
36571,INSJ PRPH CTR VAD W/SUBQ PORT AGE 5 YR/>
36572,INSERTION PICC W/RS&I < 5 YR
36573,INSERTION PICC W/RS&I 5 YR/>
36575,RPR TUN/NON-TUN CTR VAD CATH W/O SUBQ PORT/PMP
36576,RPR CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ SIT
36578,RPLCMT CATH CTR VAD SUBQ PORT/PMP
36580,RPLCMT COMPL NON-TUN CVC W/O SUBQ PORT/PMP
36581,RPLCMT COMPL TUN CVC W/O SUBQ PORT/PMP
36582,RPLCMT COMPL TUN CTR VAD W/SUBQ PORT
36583,RPLCMT COMPL TUN CTR VAD W/SUBQ PMP
36584,COMPLETE REPLACEMENT PICC RS&I
36585,RPLCMT COMPL PRPH CTR VAD W/SUBQ PORT
36589,RMVL TUN CVC W/O SUBQ PORT/PMP
36590,RMVL TUN CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ
36591,COLLECT BLOOD FROM IMPLANT VENOUS ACCESS DEVICE
36592,COLLECT BLOOD FROM CATHETER VENOUS NOS
36593,DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH
36595,MCHNL RMVL PRICATH OBSTR CV DEV VIA VEN ACCESS
36596,MCHNL RMVL INTRAL OBSTR CV DEV THRU DEV LUMEN
36597,RPSG PREVIOUSLY PLACED CVC UNDER FLUOR GDNCE
36598,CNTRST NJX RAD EVAL CTR VAD FLUOR IMG&REPRT
36600,ARTERIAL PUNCTURE WITHDRAWAL BLOOD DX
36620,Percutaneous arterial catheterization
36625,Arterial catheterization by cutdown
36640,ARTL CATHJ PROLNG NFS THER CHEMOTX CUTDOWN
36660,CATHETERIZATION UMBILICAL NEWBORN ART DX/THERAPY
36680,PLACEMENT NEEDLE INTRAOSSEOUS INFUSION
36800,Insertion of vein-to-vein cannula
36810,Insertion of external arteriovenous cannula
36815,External revision of arteriovenous cannula
36818,ARVEN ANAST OPN UPR ARM CEPHALIC VEIN TRPOS
36819,ARVEN ANAST OPN UPR ARM BASILIC VEIN TRPOS
36820,ARVEN ANAST OPN F/ARM VEIN TRPOS
36821,ARTERIOVENOUS ANASTOMOSIS OPEN DIRECT
36822,Insertion of cannula(s) for prolonged extracorporeal circulation for cardiopulmonary insufficiency (ECMO) (separate procedure) (Deprecated) 
36823,INSJ CNULA ISLTD XC-CIRCJ REG CHEMOTX XTR RMVL
36825,CRTJ ARVEN FSTL XCP DIR ARVEN ANAST AUTOG GRF
36830,CRTJ ARVEN FSTL XCP DIR ARVEN ANAST NONAUTOG GRF
36831,Open thrombectomy of dialysis graft
36832,REVJ OPN ARVEN FSTL W/O THRMBC DIAL GRF
36833,REVJ OPN ARVEN FSTL W/THRMBC DIAL GRF
36834,
36835,Insertion of Thomas shunt
36838,Repair of dialysis access in arm
36860,External cannula declotting
36861,XTRNL CANNULA DECLTNG SPX W/BALO CATH
36870,"Thrombectomy, percutaneous, arteriovenous fistula, autogenous or nonautogenous graft (includes mechanical thrombus extraction and intra-graft thrombolysis) (Deprecated) "
36901,INTRO CATH DIALYSIS CIRCUIT DX ANGRPH FLUOR S&I
36902,INTRO CATH DIALYSIS CIRCUIT W/TRLUML BALO ANGIOP
36903,INTRO CATH DIALYSIS CIRCUIT W/TCAT PLMT IV STENT
36904,PERQ THRMBC/NFS DIALYSIS CIRCUIT IMG DX ANGRPH
36905,PERQ THRMBC/NFS DIAL CIRCUIT TRLUML BALO ANGIOP
36906,PERQ THRMBC/NFS DIAL CIRCUIT TCAT PLMT IV STENT
36907,TRLUML BALO ANGIOP CTR DIALYSIS SEG W/IMG S&I
36908,STENT PLMT CENTRAL DIAYLSIS SEG PFRMD DIAL CIR
36909,DIALYIS CIRCUIT VASC EMBOLI OCCLS EVASC IMG S&I
3700F,PSYCHIATRIC DISORDERS/DISTURBANCES ASSESSED
37140,Open portocaval venous anastomosis
37145,Open renoportal venous anastomosis
37160,Open caval-mesenteric venous anastomosis
37180,VENOUS ANASTOMOSIS OPEN SPLENORENAL PROXIMAL
37181,VENOUS ANASTOMOSIS OPEN SPLENORENAL DISTAL
37182,INSJ TRANSVNS INTRAHEPATC PORTOSYSIC SHUNT
37183,REVJ TRANSVNS INTRAHEPATIC PORTOSYSTEMIC SHUNT
37184,PRIM PRQ TRLUML MCHNL THRMBC N-COR N-ICRA 1ST
37185,PRIM PRQ TRLUML MCHNL THRMBC N-COR N-ICRA SBSQ
37186,SEC PRQ TRLUML THRMBC N-CORONARY N-INTRACRANIAL
37187,PRQ TRANSLUMINAL MECHANICAL THROMBECTOMY VEIN
37188,PRQ TRLUML MCHNL THRMBC VEIN REPEAT TX
37191,INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I
37192,REPSNG INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I
37193,RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I
37195,THROMBOLYSIS CEREBRAL IV INFUSION
37197,PRQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGING
37200,Transcatheter biopsy 
37201,
37202,"Transcatheter therapy, infusion other than for thrombolysis, any type (eg, spasmolytic, vasoconstrictive) (Deprecated) "
37203,
37204,
37205,
37206,
37207,
37208,
37209,
3720F,COGNITIVE IMPAIRMENT/DYSFUNCTION ASSESSED
37210,
37211,THROMBOLYSIS ARTERIAL INFUSION ICRA RS&I INIT TX
37212,THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX
37213,THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX
37214,CESSATION THROMBOLYTIC THER W/CATHETER REMOVAL
37215,TCAT IV STENT CRV CRTD ART EMBOLIC PROTECJ
37216,TCAT IV STENT CRV CRTD ART W/O EMBOLIC PROTECJ
37217,TCATH STENT PLACEMT RETROGRAD CAROTID/INNOMINATE
37218,TCATH STENT PLACEMT ANTEGRADE CAROTID/INNOMINATE
37220,REVASCULARIZATION ILIAC ARTERY ANGIOP 1ST VSL
37221,REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY
37222,REVASCULARIZATION ILIAC ART ANGIOP EA IPSI VSL
37223,REVSC OPN/PRQ ILIAC ART W/STNT & ANGIOP IPSILATL
37224,REVSC OPN/PRG FEM/POP W/ANGIOPLASTY UNI
37225,REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL
37226,REVSC OPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL
37227,REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL
37228,REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI
37229,REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP SM VSL
37230,REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP SM VSL
37231,REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP SM VSL
37232,REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI EA VSL
37233,REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP UNI EA VSL
37234,REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP UNI EA VSL
37235,REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP EA VSL
37236,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT INITIAL
37237,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT EA ADDL
37238,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT SAME 1ST
37239,OPEN/PERQ PLACEMENT INTRAVASC STENT SAME EA ADDL
37241,VASCULAR EMBOLIZATION OR OCCLUSION VENOUS RS&I
37242,VASCULAR EMBOLIZATION OR OCCLUSION ARTERIAL RS&I
37243,VASCULAR EMBOLIZE/OCCLUDE ORGAN TUMOR INFARCT
37244,Vascular occlusion for venous hemorrhage
37246,TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART
37247,TRLML BALO ANGIOP OPEN/PERQ IMG S&I EA ADDL ART
37248,TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I 1ST VEIN
37249,TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I ADDL VEIN
37250,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; initial vessel (List separately in addition to code for primary procedure) (Deprecated) 
37251,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; each additional vessel (List separately in addition to code for primary procedure) (Deprecated) 
37252,INTRAVASCULAR US NONCORONARY RS&I INTIAL VESSEL
37253,INTRAVASCULAR US NONCORONARY RS&I ADDL VESSEL
3725F,SCREENING FOR DEPRESSION PERFORMED
37500,VASC ENDOSCOPY SURG W/LIG PERFORATOR VEINS SPX
37501,Unlisted vascular endoscopic procedure
3750F,PT NOT RCVNG CORTICOSTERIDS>/=10MG/DAY 60/> DAYS
3751F,ELECTRODIAG STUDIES DSP DOCD RVWD W/IN 6 MONTHS
3752F,ELECTRODIAG STUDIES DSP NOT DOCD RVWD W/IN 6 MON
3753F,PT HAS CLINICAL SYMP&SIGNS NEUROPATHY W/CAUSE
3754F,SCREENING TSTS DIABETES MELLITUS RVWD RQSTD ORD
3755F,COGNITIVE&BEHAVIORAL IMPAIRMENT SCRNG PERFORMED
37565,LIGATION INTERNAL JUGULAR VEIN
3756F,PT HAS PSEUDOBULBAR AFFECT/SIALORRHEA/ALS SYMP
3757F,NO PSEUDOBULBAR AFFECT/SIALORRHEA/ALS SYMP
3758F,PULM FUNC TESTING/PEAK COUGH EXPIRATORY FLOW
3759F,PT SCRND DYSPHAGIA WT LOSS IMPAIRED NUTRITION
37600,Tying external carotid artery
37605,Ligation of common carotid artery
37606,Tying and gradual clamping of neck artery
37607,Banding of angioaccess arteriovenous fistula
37609,Biopsy of temporal artery
3760F,PT W/DYSPHAG/WT LOSS/IMPAIRED NUTRITION
37615,Tying of major neck artery
37616,LIGATION MAJOR ARTERY CHEST
37617,LIGATION MAJOR ARTERY ABDOMEN
37618,LIGATION MAJOR ARTERY EXTREMITY
37619,Tying inferior vena cava
3761F,PT WO/DYSPHAG/WT LOSS/IMPAIRED NUTRITION
37620,
3762F,PATIENT IS DYSARTHRIC
3763F,PATIENT IS NOT DYSARTHRIC
37650,Ligation of femoral vein 
37660,Ligation of common iliac vein 
37700,LIG&DIV LONG SAPH VEIN SAPHFEM JUNCT/INTERRUPJ
37718,Suturing incision and stripping leg vein
37720,
37722,Tying incision and stripping leg veins
37730,
37735,LIGJ & DIVJ RADICAL STRIP LONG/SHORT SAPHENOUS
3775F,ADENOMA(S)/NEOPLASM DETECTED SCRNG CLNSCPY
37760,LIG PRFRATR VEIN SUBFSCAL RAD INCL SKN GRF 1 LEG
37761,LIG PRFRATR VEIN SUBFSCAL OPEN INCL US GID 1 LEG
37765,STAB PHLEBT VARICOSE VEINS 1 XTR 10-20 STAB INCS
37766,STAB PHLEBT VARICOSE VEINS 1 XTR > 20 INCS
3776F,ADENOMA(S)/NEOPLASM NOT DETECTED SCRNG CLNSCPY
37780,LIGJ & DIV SHORT SAPH VEIN SAPHENOPOP JUNCT SPX
37785,LIGJ DIVJ &/EXCJ VARICOSE VEIN CLUSTER 1 LEG
37788,Penile arterial revascularization
37790,Blockage of penis vein
37799,Blood vessel procedure
38100,Removal of spleen
38101,Partial splenectomy
38102,SPLENC TOT EN BLOC EXTNSV DS CONJUNCT W/OTH PX
38115,Repair of ruptured spleen
38120,Laparoscopy with splenectomy
38129,Spleen procedure using an endoscope
38200,INJECTION PROCEDURE SPLENOPORTOGRAPY
38204,Management of stem cell donor search
38205,BLD-DRV HEMATOP PROGEN CELL HRVG TRNSPLJ ALGNC
38206,Collection of stem cells for transplantation
38207,TRNSPL PREPJ HEMATOP PROGEN CELLS CRYOPRSRV STOR
38208,TRNSPL PREP HEMATOP PROGEN THAW PREV HRV PER DNR
38209,TRNSP PREP HMATOP PROG THAW PREV HRV WSH PER DNR
38210,TRNSPL PREPJ HEMATOP PROGEN DEPLJ IN HRV T-CELL
38211,TRNSPL PREPJ HEMATOP PROGEN TUM CELL DEPLJ
38212,TRNSPL PREPJ HEMATOP PROGEN RED BLD CELL RMVL
38213,TRNSPL PREPJ HEMATOP PROGEN PLTLT DEPLJ
38214,TRNSPL PREPJ HEMATOP PROGEN PLSM VOL DEPLJ
38215,TRNSPL PREPJ HEMATOP PROGEN CONCENTRATION PLSM
38220,Aspiration of bone marrow
38221,Biopsy of bone marrow
38222,DIAGNOSTIC BONE MARROW BIOPSIES & ASPIRATIONS
38230,BONE MARROW HARVEST TRANSPLANTATION ALLOGENEIC
38231,
38232,BONE MARROW HARVEST TRANSPLANTATION AUTOLOGOUS
38240,Transplantation of allogeneic bone marrow
38241,Transplantation of autologous bone marrow
38242,Allogeneic lymphocyte infusions 
38243,TRNSPLJ HEMATOPOIETIC CELL BOOST
38300,Simple drainage of lymphadenitis
38305,Extensive drainage of lymphadenitis
38308,Lymphangiotomy
38380,SUTR&/LIG THORACIC DUCT CERVICAL APPROACH
38381,SUTR&/LIG THORACIC DUCT THORACIC APPROACH
38382,SUTR&/LIG THORACIC DUCT ABDOMINAL APPROACH
38500,BX/EXC LYMPH NODE OPEN SUPERFICIAL
38505,Excision of cervical lymph node
38510,Open biopsy of deep cervical lymph node
38520,BX/EXC LYMPH NODE OPN DP CRV NODE W/EXC FAT PAD
38525,Open biopsy of deep axillary lymph node
38530,BX/EXC LYMPH NODE OPEN INT MAMMARY NODE
38531,OPEN BIOPSY/EXCISION INGUINOFEMORAL NODES
38542,DISSECTION DEEP JUGULAR NODE
38550,Excision of cystic hygroma of neck
38555,EXC CSTIC HYGROMA AX/CRV W/DP NEUROVASC DSJ
38562,Removal of pelvic or aortic lymph nodes
38564,LMTD LMPHADEC STAGING SPX RPR AORTIC&/SPLENIC
38570,LAPS SURG RETROPERITONEAL LYMPH NODE BX 1/MLT
38571,LAPS SURG BILATERAL TOTAL PELVIC LMPHADECTOMY
38572,LAPS BI TOT PEL LMPHADEC & PRI-AORTIC LYMPH BX 1
